CityId,name,addr,RestaurantId,RestaurantStatus,avgrating,TotalPictures,TotalSaves,TotalReviews,TotalFavourites,TotalViews,TotalCheckIns,CreatedOn,Latitude,Longitude,ResUrlReviews
217,Bột Chiên - Nguyễn Kim,"187 Nguyễn Kim, P. 7, Quận 10, TP. HCM",47073,2,6.232,77,589,38,0,0,0,02/01/1970,10.7616498,106.6620933,/ho-chi-minh/bot-chien-nguyen-kim/binh-luan
217,Kỳ Trà Các - không gian thiền trà,"12a Nhiêu Tứ, P. 7, Tp. HCM, Quận Phú Nhuận, TP. HCM",1138766,2,9.8,9,2,3,0,0,0,02/01/1970,10.801506,106.689184,
217,Chuối Nếp Nướng & Cháo Lòng,"7/1 Trịnh Đình Trọng, P. 5, Quận 11, TP. HCM",1027254,2,6.6,2,39,1,0,0,0,02/01/1970,10.775192,106.647138,/ho-chi-minh/chuoi-nep-nuong-chao-long/binh-luan
217,Cháo Ếch Singapore - 374B Trường Chinh,"374B Trường Chinh, P. 13, Quận Tân Bình, TP. HCM",969268,2,10.0,0,3,1,0,0,0,02/01/1970,10.799673,106.640891,/ho-chi-minh/chao-ech-singapore-nha-trang-quan/binh-luan
217,Savvy - Beer Kitchen,"841 Hoàng Sa, P. 9, Quận 3, TP. HCM",886624,2,9.5,149,914,75,0,0,0,02/01/1970,10.784289,106.67771,/ho-chi-minh/savvy-beer-kitchen-coffee/binh-luan
217,Hải Sản Bê Vàng,"261 - 263 An Dương Vương, P. 3, Quận 5, TP. HCM",73,2,7.574,569,410,59,0,0,0,02/01/1970,10.759281,106.678682,/ho-chi-minh/hai-san-be-vang/binh-luan
217,Emergency Room - Bar & Grill,"59 Huỳnh thúc Kháng, Quận 1, TP. HCM",39995,2,9.0,22,29,2,0,0,0,02/01/1970,10.77234,106.70204,/ho-chi-minh/emergency-room-bar-grill/binh-luan
217,Kyoichi - Nhà Hàng Món Nhật,"34 Phạm Viết Chánh, P. 19, Quận Bình Thạnh, TP. HCM",187398,2,7.62,191,517,20,0,0,0,02/01/1970,10.7901302,106.7105283,/ho-chi-minh/teppan-yaki-hajime-restaurant-nha-hang-mon-nhat/binh-luan
217,Cơm Tấm The Nguyen - Mạc Đĩnh Chi,"59 Mạc Đỉnh Chi, P. Đa Kao, Quận 1, TP. HCM",1029108,2,4.84,14,25,5,0,0,0,02/01/1970,10.787276,106.696735,/ho-chi-minh/com-tam-the-nguyen-mac-dinh-chi/binh-luan
217,Cơm Tấm The Nguyen - Trường Sơn,"7 Trường Sơn, P. 4, Quận Tân Bình, TP. HCM",957649,2,7.84,27,63,10,0,0,0,02/01/1970,10.806227,106.6642544,/ho-chi-minh/com-tam-the-nguyen-truong-son/binh-luan
217,Bún Cá Sứa & Bánh Canh Chả Cá Nha Trang - Huỳnh Văn Bánh,"73/4 Huỳnh Văn Bánh, Quận Phú Nhuận, TP. HCM",156867,2,7.752,56,347,8,0,0,0,02/01/1970,10.794043,106.6811649,/ho-chi-minh/bun-ca-sua-banh-canh-cha-ca-nha-trang-huynh-van-banh/binh-luan
217,Nhà Hàng Ếch Điền Kê,"16 Đồng Nai, P. 15, Quận 10, TP. HCM",1079764,2,7.832,72,20,6,0,0,0,02/01/1970,10.777655,106.664339,/ho-chi-minh/nha-hang-ech-dien-ke/binh-luan
217,Ốc Liên 20k - Bàu Cát 8,"2 Bàu Cát 8, Quận Tân Bình, TP. HCM",657941,2,5.278,110,219,28,0,0,0,02/01/1970,10.788153,106.64375,/ho-chi-minh/oc-lien-20k-bau-cat-8/binh-luan
217,Cô Béo - Trứng Gà Lòng Đào & Yaua,"169/4b Bạch Đằng, P. 15, Quận Bình Thạnh, TP. HCM",696241,2,8.196,282,787,44,0,0,0,02/01/1970,10.8023778,106.7081465,/ho-chi-minh/co-beo-trung-ga-long-dao-yaua/binh-luan
217,Phương Nga - Kem Bơ Sầu Riêng,"229 Bình Phú, P. 11, Quận 6, TP. HCM",934241,2,8.0,9,9,1,0,0,0,02/01/1970,10.746273,106.631068,/ho-chi-minh/phuong-nga-kem-bo-sau-rieng/binh-luan
217,Đông Giang Quán - 110 Trần Quý,"110 Trần Quý, Quận 11, TP. HCM",91358,2,7.9,55,53,6,0,0,0,02/01/1970,10.757636,106.657018,/ho-chi-minh/dong-giang-quan-110-tran-quy/binh-luan
217,One Steak - Chuyên Bò Mỹ & Cá Hồi - Nguyễn Gia Trí,"168/42 Nguyễn Gia Trí, P. 25, Quận Bình Thạnh, TP. HCM",1038409,2,7.44,28,48,10,0,0,0,02/01/1970,10.805993,106.718036,/ho-chi-minh/one-steak-chuyen-bo-my-ca-hoi-nguyen-gia-tri/binh-luan
217,Buffet Nan - Khu Du Lịch Bến Xưa,"Khu Du Lịch Bến Xưa, 39A Hà Huy Giáp, P. Thạnh Lộc, Quận 12, TP. HCM",957742,2,9.734,13,32,3,0,0,0,02/01/1970,10.852604,106.677699,/ho-chi-minh/buffet-nan-khu-du-lich-ben-xua/binh-luan
217,Mong Kok Roast & Noodles,"108 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",946073,2,7.274,145,347,11,0,0,0,02/01/1970,10.758055,106.684636,/ho-chi-minh/mong-kok-roast-noodles/binh-luan
217,Fly Chicken - Ăn Vặt & Trà Sữa,"78 Đường Số 4, Cư Xá Đô Thành, Quận 3, TP. HCM",177965,2,7.056,322,499,72,0,0,0,02/01/1970,10.7724266,106.6821103,/ho-chi-minh/fly-chicken/binh-luan
217,Sun Merry Bakery,"252/53 Cao Thắng, P. 12, Quận 10, TP. HCM",97351,2,7.228,480,814,28,0,0,0,02/01/1970,10.7752157,106.6716653,/ho-chi-minh/sun-merry-hai-ba-trung/binh-luan
217,Sushi Kei Giga Mall,"L5-11, TTTM Giga Mall 240 - 242 Phạm Văn Đồng, P. Hiệp Bình Chánh, Tp. Thủ Đức, TP. HCM",882060,2,7.134,78,13,12,0,0,0,02/01/1970,10.8282935951178,106.7222157238221,/ho-chi-minh/sushi-kei-giga-mall/binh-luan
217,"Trà sữa 94A  - Trà Sữa, Trà Đào, Sữa Tươi Trân Châu Đường Đen - Đường Số 2","94A Đường Số 2, P. Hiệp Bình Phước, Tp. Thủ Đức, TP. HCM",1000026202,2,9.2,0,0,1,0,0,0,02/01/1970,10.8385533,106.7189804,/ho-chi-minh/tra-sua-94a-tra-sua-tra-dao-sua-tuoi-tran-chau-duong-den-duong-so-2.gpejfx/binh-luan
217,"Vegan House - Món Chay, Ăn Vặt Chay & Sữa Hạt - Phan Sào Nam","32/75 Phan Sào Nam, P. 11, Quận Tân Bình, TP. HCM",1033253,2,8.47,8,22,3,0,0,0,02/01/1970,10.7903245,106.6441398,/ho-chi-minh/vegan-house-mon-chay-an-vat-chay-sua-hat-phan-sao-nam/binh-luan
217,Thế Giới Steak - Phan Văn Trị,"493 Phan Văn Trị, P. 5, Quận Gò Vấp, TP. HCM",740250,2,7.316,150,434,36,0,0,0,02/01/1970,10.8239359,106.6917897,/ho-chi-minh/the-gioi-steak-phan-van-tri/binh-luan
217,Funny Beef - Spaghetti & Beefsteak - Lê Đức Thọ,"136 Lê Đức Thọ, P. 7, Quận Gò Vấp, TP. HCM",967082,2,9.166,68,70,6,0,0,0,02/01/1970,10.834884,106.681548,/ho-chi-minh/funny-beef-spaghetti-beefsteak-le-duc-tho/binh-luan
217,The Huế House - Nhà Hàng Huế,"Rooftop Master Building, 41 - 43 Trần Cao Vân, P. 6, Quận 3, TP. HCM",642367,2,8.14,222,1132,30,0,0,0,02/01/1970,10.783298,106.696834,/ho-chi-minh/the-hue-house-nha-hang-hue/binh-luan
217,Chi Chi Mo Ba - Cá Viên Chiên & Trà Sữa,"479/10 Phan Văn Trị, P. 5, Quận Gò Vấp, TP. HCM",999738,2,8.268,2,12,3,0,0,0,02/01/1970,10.823043,106.692132,/ho-chi-minh/chi-chi-mo-ba-ca-vien-chien-tra-sua/binh-luan
217,Kem Nhãn - Nguyễn Minh Hoàng,"58/80 Nguyễn Minh Hoàng, P. 12, Quận Tân Bình, TP. HCM",220018,2,9.6,10,15,1,0,0,0,02/01/1970,10.7983716550028,106.6492435338744,/ho-chi-minh/kem-nhan-nguyen-minh-hoang/binh-luan
217,Bún Thái Cô Bé Bự - Chợ Cao Đạt,"34/79E Trần Bình Trọng, P. 1, Quận 5, TP. HCM",1000057723,2,4.6,1,0,1,0,0,0,02/01/1970,10.7536207,106.6827925,/ho-chi-minh/bun-thai-co-be-bu-cho-cao-dat/binh-luan
217,Trâu Nhúng Mẻ 89 - Dương Quảng Hàm,"12 Dương Quảng Hàm, P. 6, Quận Gò Vấp, TP. HCM",127254,2,8.1,81,48,2,0,0,0,02/01/1970,10.8279633,106.6900777999999,/ho-chi-minh/trau-nhung-me-89-duong-quang-ham/binh-luan
217,Delisa - Fresh Salad Bar - Nguyễn Công Trứ,"158/16 Nguyễn Công Trứ, P. Nguyễn Thái Bình, Quận 1, TP. HCM",860572,2,6.824,115,285,25,0,0,0,02/01/1970,10.769172,106.701198,/ho-chi-minh/delisa-fresh-salad-bar-nguyen-cong-tru/binh-luan
217,3D Box Cinema Cafe - Vườn Lài," 425 Vườn Lài,  P. Phú Thọ Hòa, Quận Tân Phú, TP. HCM",14845,2,7.63,40,111,7,0,0,0,02/01/1970,10.788012,106.624138,/ho-chi-minh/3d-box-cinema-cafe-vuon-lai/binh-luan
217,Thanh Vy - Gỏi Cuốn & Bò Bía,"165 Phạm Văn Chiêu, P. 14, Quận Gò Vấp, TP. HCM",902998,2,6.5,5,9,2,0,0,0,02/01/1970,10.847595,106.646671,/ho-chi-minh/thanh-vy-goi-cuon-bo-bia/binh-luan
217,H&H Food - Crepe & Bánh Cuộn Trứng,"71/23 Trịnh Đình Trọng, P. Phú Trung, Quận Tân Phú, TP. HCM",637228,2,7.944,43,299,7,0,0,0,02/01/1970,10.7742804,106.6428505,/ho-chi-minh/h-h-food-crepe-banh-cuon-trung/binh-luan
217,Pappa Roti SG - Parkson Hùng Vương,"Tầng Trệt Parkson Hùng Vương, 126 Hùng Vương, P. 12, Quận 5, TP. HCM",15950,2,7.44,69,77,20,0,0,0,02/01/1970,10.756061,106.663068,/ho-chi-minh/pappa-roti-parkson-hung-vuong/binh-luan
217,Pappa Roti - Vinatex Mart Lãnh Binh Thăng,"Trước cổng Vinatex Lãnh Binh Thăng, Quận 11, TP. HCM",22506,2,7.6,0,3,1,0,0,0,02/01/1970,10.76204,106.650097,/ho-chi-minh/pappa-roti-vinatex-lanh-binh-thang/binh-luan
217,Cháo Ếch Singapore - 3 Tháng 2,"6 Đường 3 Tháng 2, Quận 11, TP. HCM",287790,2,7.2,4,4,1,0,0,0,02/01/1970,10.763522963164,106.6591706871986,/ho-chi-minh/chao-ech-singapore-3-thang-2/binh-luan
217,Ốc Đào II - Vĩnh Khánh,"232/123 Vĩnh Khánh, P. 10, Quận 4, TP. HCM",4821,2,6.432,907,589,149,0,0,0,02/01/1970,10.761091,106.705028,/ho-chi-minh/oc-dao-ii-vinh-khanh/binh-luan
217,Bò Nướng Phố,"195 Bình Thới, P. 9, Quận 11, TP. HCM",756343,2,7.758,84,250,28,0,0,0,02/01/1970,10.76435,106.645045,/ho-chi-minh/bo-nuong-pho/binh-luan
217,Phở & Bò Kho 178C,"178C Phan Văn Trị, P. 12, Quận Bình Thạnh, TP. HCM",29753,2,5.16,30,5,5,0,0,0,02/01/1970,10.812005,106.695278,/ho-chi-minh/pho-bo-kho-178c/binh-luan
217,Cháo Lòng - Nơ Trang Long,"89 Nơ Trang Long, Quận Bình Thạnh, TP. HCM",90725,2,6.47,16,196,9,0,0,0,02/01/1970,10.809867,106.695017,/ho-chi-minh/chao-long-no-trang-long/binh-luan
217,Quán Chay Thanh Lạc,"144 Nguyễn Tất Thành, P. 13, Quận 4, TP. HCM",1066683,2,10.0,12,56,1,0,0,0,02/01/1970,10.7635902,106.7076692,/ho-chi-minh/quan-chay-thanh-lac/binh-luan
217,Kimbong Toast & Drink - 292 Nguyễn Đình Chiểu,"292 Nguyễn Đình Chiểu, P. 6, Quận 3, TP. HCM",1015390,2,9.398,18,143,6,0,0,0,02/01/1970,10.775481,106.687199,/ho-chi-minh/kimbong-toast-drink-292-nguyen-dinh-chieu/binh-luan
217,Quán Bò Lá Lốp 286 - Nguyễn Trọng Tuyển,"284 Nguyễn Trọng Tuyển, P. 10, Quận Phú Nhuận, TP. HCM",968357,2,7.13,45,74,8,0,0,0,02/01/1970,10.798167,106.669416,/ho-chi-minh/quan-bo-la-lop-286-nguyen-trong-tuyen/binh-luan
217,Phở Kim - Nguyễn Thiện Thuật,"002 Lô K Chung Cư Nguyễn Thiện Thuật, Nguyễn Thiện Thuật, P. 1, Quận 3, TP. HCM",653794,2,8.7,11,20,2,0,0,0,02/01/1970,10.770309,106.676932,/ho-chi-minh/pho-kim-nguyen-thien-thuat/binh-luan
217,Happy BBQ 1 Xiên Nướng Đồng Giá 5K - Sư Vạn Hạnh,"824/28Q Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",192519,2,7.064,867,1318,125,0,0,0,02/01/1970,10.7758609,106.6681098,/ho-chi-minh/happy-bbq-4-xien-nuong-su-van-hanh/binh-luan
217,Trường Thạnh - Hủ Tiếu Bò Viên,"145/6 Nguyễn Thiện Thuật, Quận 3, TP. HCM",48823,2,5.01,49,321,26,0,0,0,02/01/1970,10.767944,106.67995,/ho-chi-minh/truong-thanh-hu-tieu-bo-vien/binh-luan
217,Vịt Quay Phát Thành,"132 Bùi Hữu Nghĩa, P. 7, Quận 5, TP. HCM",30355,2,6.838,296,925,89,0,0,0,02/01/1970,10.7555685,106.6745478,/ho-chi-minh/vit-quay-phat-thanh/binh-luan
217,Sushi Phước - Bùi Thị Xuân,"245 Bùi Thị Xuân, P. 1, Quận Tân Bình, TP. HCM",1128621,2,8.0,3,0,1,0,0,0,02/01/1970,10.7926681,106.6654866,/ho-chi-minh/sushi-phuoc-bui-thi-xuan/binh-luan
217,Somtamlam Bangkok Street Food,"K66 Hoàng Diệu , P. 6, Quận 4, TP. HCM",922587,2,7.566,51,287,17,0,0,0,02/01/1970,10.761115,106.700217,/ho-chi-minh/somtamlam-bangkok-street-food/binh-luan
217,Quán 2Ku - Cá Nướng Rau Rừng,"954 Trường Sa, P. 13, Quận 3, TP. HCM",711910,2,9.312,442,177,11,0,0,0,02/01/1970,10.7851659035394,106.6769879311323,/ho-chi-minh/quan-2ku-ca-nuong-rau-rung/binh-luan
217,Ốc Tý - Thạch Lam,"58/7 Thạch Lam, P. Phú Thạnh, Quận Tân Phú, TP. HCM",35324,2,6.74,85,168,26,0,0,0,02/01/1970,10.777299,106.630994,/ho-chi-minh/oc-ty-thach-lam/binh-luan
217,Phở Nhi,"296 Thống Nhất, Quận Gò Vấp, TP. HCM",670179,2,5.628,6,2,7,0,0,0,02/01/1970,10.838845,106.66515,/ho-chi-minh/pho-nhi/binh-luan
217,The Pizza Company - Hòa Bình,"78D - 80 Hòa Bình, P. 5, Quận 11, TP. HCM",713624,2,7.548,113,17,12,0,0,0,02/01/1970,10.768602,106.638909,/ho-chi-minh/the-pizza-company-hoa-binh/binh-luan
217,Milano Coffee - 453 Điện Biên Phủ,"453 Điện Biên Phủ, P. 25, Quận Bình Thạnh, TP. HCM",177243,2,8.8,14,11,4,0,0,0,02/01/1970,10.801506,106.7134894,/ho-chi-minh/milano-coffee-453-dien-bien-phu/binh-luan
217,Bếp Mẹ Bơ - Ăn Vặt - Đường Số 1,"34/3 Đường Số 1, P. Hiệp Bình Phước, Tp. Thủ Đức, TP. HCM",1000027556,2,10.0,0,3,5,0,0,0,02/01/1970,10.8354628,106.7114766,/ho-chi-minh/bep-me-bo-an-vat-duong-so-1/binh-luan
217,Bún Đậu Homemade - Nguyễn Gia Trí,"213 Nguyễn Gia Trí, P. 25, Quận Bình Thạnh, TP. HCM",913922,2,6.59,289,51,32,0,0,0,02/01/1970,10.806776,106.716144,/ho-chi-minh/bun-dau-homemade-nguyen-gia-tri/binh-luan
217,Mr Steak - Bò & Gà Rán Sốt Hàn Quốc - Nguyễn Thị Minh Khai,"18Bis/27 Nguyễn Thị Minh Khai, P. Đa Kao, Quận 1, TP. HCM",872664,2,5.6,196,118,32,0,0,0,02/01/1970,10.785597,106.6996654,/ho-chi-minh/mr-steak-take-out-steak-house-nguyen-thi-minh-khai/binh-luan
217,Bò Bía Trứng - Chợ Tân Định,"127 Nguyễn Hữu Cầu, P. Tân Định, Quận 1, TP. HCM",692682,2,6.684,49,437,19,0,0,0,02/01/1970,10.7896971,106.6903366,/ho-chi-minh/bo-bia-trung-cho-tan-dinh/binh-luan
217,Lẩu Bò 90,"343 Nguyễn Thái Bình, Quận Tân Bình, TP. HCM",256174,2,7.306,54,170,13,0,0,0,02/01/1970,10.796313990913,106.6523364186286,/ho-chi-minh/lau-bo-90/binh-luan
217,Bánh Xèo Ba Híu - Đường Số 12,"46/9 Đường Số 12, P. Bình An, Tp. Thủ Đức, TP. HCM",143115,2,6.874,50,107,13,0,0,0,02/01/1970,10.789246,106.730616,/ho-chi-minh/banh-xeo-ba-hiu-duong-so-12/binh-luan
217,Koilands Coffee,"13 Khổng Tử, P. Bình Thọ, Tp. Thủ Đức, TP. HCM",752558,2,4.53,93,38,20,0,0,0,02/01/1970,10.844588,106.7669278999999,/ho-chi-minh/koilands-coffee/binh-luan
217,Huyền - Bún Nước & Mì Cay Muối Ớt,"38 Nguyễn Công Hoan, P. 7, Quận Phú Nhuận, TP. HCM",121709,2,3.264,287,1174,178,0,0,0,02/01/1970,10.801117,106.69085,/ho-chi-minh/huyen-bun-nuoc-hem-49/binh-luan
217,Tàu Hủ Ly Cối - Thạch Thị Thanh,"73Bis Thạch Thị Thanh, P. Tân Định, Quận 1, TP. HCM",1014530,2,8.2,8,10,1,0,0,0,02/01/1970,10.7907119,106.6916404,/ho-chi-minh/thuong-xuan-ganh-an-vat-chay-truyen-thong-thach-thi-thanh/binh-luan
217,Lotteria - Ga Sài Gòn,"1 Nguyễn Thông, Quận 3, TP. HCM",35753,2,6.508,56,13,13,0,0,0,02/01/1970,10.781888,106.678474,/ho-chi-minh/lotteria-ga-sai-gon/binh-luan
217,Titoe - Bánh Tráng Nướng,"Hẻm 311 Lương Định Của, P. An Phú, Quận 2, TP. HCM",223021,2,7.0,3,4,1,0,0,0,02/01/1970,10.791934,106.74948,/ho-chi-minh/titoe-banh-trang-nuong/binh-luan
217,Bạch Tuộc Nướng Kiên Giang - Hòa Bình,"38 Hòa Bình, Quận 11, TP. HCM",240053,2,6.074,76,175,16,0,0,0,02/01/1970,10.7671023,106.6415073,/ho-chi-minh/bach-tuoc-nuong-kien-giang-hoa-binh/binh-luan
217,Quán Ngã 7 - Hải Sản Tươi Sống,"336	Lê Lợi, P. 3, Quận Gò Vấp, TP. HCM",239972,2,6.6,7,0,1,0,0,0,02/01/1970,10.814573,106.679534,/ho-chi-minh/quan-nga-7-hai-san-tuoi-song/binh-luan
217,Comachi - Trái Cây Tô & Sinh Tố - Shop Online,"7/37 Thành Thái, P. 14, Quận 10, TP. HCM",948072,2,8.014,15,15,15,0,0,0,02/01/1970,10.7690854689343,106.6657427903152,/ho-chi-minh/comachi-trai-cay-to-sinh-to-shop-online/binh-luan
217,Bánh Mì Hà Nội Phúc Vy - Bạch Đằng,"194 Bạch Đằng, P. 24, Quận Bình Thạnh, TP. HCM",1111293,2,9.81,0,757,54,0,0,0,02/01/1970,10.8033446,106.7061018,/ho-chi-minh/banh-mi-ha-noi-phuc-vy-bach-dang/binh-luan
217,Bánh Canh Cua - Nguyễn Bỉnh Khiêm,"25 Nguyễn Bỉnh Khiêm, Quận 1, TP. HCM",1021472,2,7.0,4,3,1,0,0,0,02/01/1970,10.787827,106.704321,/ho-chi-minh/banh-canh-cua-nguyen-binh-khiem/binh-luan
217,Út Linh - Bún Chả Cá & Nem Nướng,"195/36 Trần Văn Đang, P. 11, Quận 3, TP. HCM",1041776,2,9.256,29,23,7,0,0,0,02/01/1970,10.785471,106.672981,/ho-chi-minh/bun-cha-ca-nem-nuong-ut-linh/binh-luan
217,Hải Sản 68 - Quán Nhậu Gò Vấp,"18A Phan Văn Trị, P. 10, Quận Gò Vấp, TP. HCM",930429,2,8.4,278,46,9,0,0,0,02/01/1970,10.832898,106.672098,/ho-chi-minh/hai-san-68-quan-nhau-go-vap/binh-luan
217,Star Cafe - Trường Sơn,"Tầng 2, Nhà Ga Quốc Tế, Quận Tân Bình, TP. HCM",48740,2,5.458,104,7,14,0,0,0,02/01/1970,10.815823,106.66362,/ho-chi-minh/star-cafe-truong-son/binh-luan
217,"Minh Ký - Canh Tiềm Dinh Dưỡng, Gà Ác & Bồ Câu","185 - 189 Trần Tuấn Khải, P. 5, Quận 5, TP. HCM",1024774,2,8.556,20,92,9,0,0,0,02/01/1970,10.752963,106.673517,/ho-chi-minh/minh-ky-canh-tiem-dinh-duong-ga-ac-bo-cau/binh-luan
217,Lẩu Đuôi Bò A Tài,"Hẻm 372 Cách Mạng Tháng 8, P. 10, Quận 3, TP. HCM",46987,2,6.022,60,338,27,0,0,0,02/01/1970,10.783248,106.673512,/ho-chi-minh/lau-duoi-bo-a-tai/binh-luan
217,Súp Cua & Phá Lấu - Cô Giang,"53 Cô Giang, Quận 1, TP. HCM",691355,2,7.678,81,250,18,0,0,0,02/01/1970,10.7641254,106.6961027,/ho-chi-minh/sup-cua-pha-lau-co-giang/binh-luan
217,Cháo Gỏi Vịt Người Hoa - Cháo Gỏi Vịt - Trần Thị Bảy,"52i Trần Thị Bảy, P. Hiệp Thành, Quận 12, TP. HCM",90498,2,7.48,11,20,5,0,0,0,02/01/1970,10.8781072,106.6377185,/ho-chi-minh/lau-ca-diem-hen/binh-luan
217,Ốc 7 - Huỳnh Mẫn Đạt,"56 Huỳnh Mẫn Đạt, P. 19, Quận Bình Thạnh, TP. HCM",1111876,2,10.0,0,0,1,0,0,0,02/01/1970,10.7906906,106.7086364,/ho-chi-minh/oc-7-huynh-man-dat/binh-luan
217,Năm Đạt - Quách Đình Bảo,"231 Quách Đình Bảo, P. Phú Thạnh, Quận Tân Phú, TP. HCM",24164,2,5.76,9,24,5,0,0,0,02/01/1970,10.782282,106.621698,/ho-chi-minh/nam-dat-quach-dinh-bao/binh-luan
217,Cô Thu - Súp Cua & Bánh Tráng Trộn,"2 Mai Thị Lựu, P. Đa Kao, Quận 1, TP. HCM",751515,2,9.2,6,5,1,0,0,0,02/01/1970,10.790169,106.700345,/ho-chi-minh/co-thu-sup-cua-banh-trang-tron/binh-luan
217,Bánh Flan Bình Thuận - Vũ Huy Tấn,"2 Vũ Huy Tấn, P. 3, Quận Bình Thạnh, TP. HCM",161804,2,7.424,162,220,25,0,0,0,02/01/1970,10.7957416,106.6953692,/ho-chi-minh/banh-flan-binh-thuan-vu-huy-tan/binh-luan
217,"Yeebo Di Bửu - Seafood, Hot Pot & Dimsum - Nguyễn Văn Trỗi","76 Nguyễn Văn Trỗi, P. 15, Quận Phú Nhuận, TP. HCM",21817,2,7.262,538,175,63,0,0,0,02/01/1970,10.795852,106.675569,/ho-chi-minh/yeebo-di-buu-nguyen-van-troi/binh-luan
217,Kichi Kichi Lẩu Băng Chuyền - AEON Mall Tân Phú,"Tầng 3 AEON Mall Tân Phú, 30 Bờ Bao Tân Thắng, P. Sơn Kỳ, Quận Tân Phú, TP. HCM",133893,2,8.574,645,126,215,0,0,0,02/01/1970,10.801526,106.617653,/ho-chi-minh/kichi-kichi-lau-bang-chuyen-aeon-mall/binh-luan
217,Bánh Đúc & Bánh Bò,"428 Nguyễn Thượng Hiền, P. 4, Quận 3, TP. HCM",724616,2,1.0,4,2,1,0,0,0,02/01/1970,10.773155,106.684653,/ho-chi-minh/banh-duc-banh-bo/binh-luan
217,Gà Bó Xôi 1Ngon,"65/6 Nguyễn Thị Huê, Ấp Trung Lân, Xã Bà Điểm, Huyện Hóc Môn, TP. HCM",697140,2,7.328,90,66,17,0,0,0,02/01/1970,10.845386,106.602963,/ho-chi-minh/ga-bo-xoi-1ngon/binh-luan
217,"Chị Hà - Súp Cua Bong Bóng Cá, Óc & Tủy","52 Lão Tử, P. 14, Quận 5, TP. HCM",866210,2,3.8,17,35,4,0,0,0,02/01/1970,10.753614,106.657729,/ho-chi-minh/chi-ha-sup-cua-bong-bong-ca-oc-tuy/binh-luan
217,Trà Sữa Bobapop - Đại Học Nông Lâm,"8 - 9 Đại Học Nông Lâm, KP. 6, P. Linh Trung, Tp. Thủ Đức, TP. HCM",711060,2,8.034,15,10,18,0,0,0,02/01/1970,10.869242,106.788072,/ho-chi-minh/tra-sua-bobapop-dai-hoc-nong-lam/binh-luan
217,Quán Nem - Nem Cua Biển & Bún Chả - Nguyễn Thị Minh Khai,"15E Nguyễn Thị Minh Khai, P. Bến Nghé, Quận 1, TP. HCM",118,2,6.794,585,938,146,0,0,0,02/01/1970,10.785743,106.700979,/ho-chi-minh/quan-nem-nguyen-thi-minh-khai/binh-luan
217,Cháo Ếch Singapore Việt Sing - Đường Số 6,"90 Đường Số 6, P. Linh Trung, Tp. Thủ Đức, TP. HCM",972645,2,9.358,85,79,15,0,0,0,02/01/1970,10.859915,106.767027,/ho-chi-minh/chao-ech-singapore-viet-sing-duong-so-6/binh-luan
217,Quán Chay Hiếu Hạnh - Tân Kỳ Tân Quý,"14 Tân Kỳ Tân Quý, Quận Tân Phú, TP. HCM",128204,2,6.8,14,30,4,0,0,0,02/01/1970,10.80391,106.636541,/ho-chi-minh/quan-chay-hieu-hanh-tan-ky-tan-quy/binh-luan
217,Bánh Mì Quỳnh Hương,"14 Phan Văn Trị, Quận Bình Thạnh, TP. HCM",28180,2,8.056,8,43,7,0,0,0,02/01/1970,10.806517,106.697589,/ho-chi-minh/banh-mi-quynh-huong/binh-luan
217,Đức Ký Mì Gia,"633/45 Điện Biên Phủ (Đối Diện Chung Cư Lô C Nguyễn Thiện Thuật), P. 1, Quận 3, TP. HCM",736917,2,7.02,124,176,21,0,0,0,02/01/1970,10.769009,106.67596,/ho-chi-minh/duc-ki-mi-gia/binh-luan
217,Hủ Tiếu Gà Xé,"Hẻm 319 Tân Phước, P. 6, Quận 11, TP. HCM",997014,2,6.2,7,4,1,0,0,0,02/01/1970,10.759818,106.655478,/ho-chi-minh/hu-tieu-ga-xe/binh-luan
217,Alibaba - Buffet Tự Chọn 119K - Tân Hóa,"76 Tân Hóa, P. 3, Quận 11, TP. HCM",802751,2,5.44,38,29,10,0,0,0,02/01/1970,10.758697,106.634571,/ho-chi-minh/alibaba-buffet-tu-chon-119k-tan-hoa/binh-luan
217,Quà Hà Nội Quán - Võ Văn Tần,"21/1 Võ Văn Tần, P. 6, Quận 3, TP. HCM",136323,2,7.466,426,558,63,0,0,0,02/01/1970,10.777891,106.692114,/ho-chi-minh/qua-ha-noi-quan-vo-van-tan/binh-luan
217,Vitaminee Trái Cây - Sinh Tố & Nước Ép,"95/4 Tân Cảng, P. 25, Quận Bình Thạnh, TP. HCM",49140,2,6.61,623,937,97,0,0,0,02/01/1970,10.80128,106.721097,/ho-chi-minh/vitaminee-sinh-to-nuoc-ep/binh-luan
217,Trà Sữa Bobapop - Đinh Tiên Hoàng,"87R Đinh Tiên Hoàng, P.13, Quận Bình Thạnh, TP. HCM",649027,2,6.514,133,69,69,0,0,0,02/01/1970,10.79719,106.696015,/ho-chi-minh/tra-sua-bobapop-dinh-tien-hoang/binh-luan
217,Phúc Kỳ - Bún Đậu Mắm Tôm - Hoàng Diệu 2,"200 Hoàng Diệu 2, P. Linh Chiểu, Tp. Thủ Đức, TP. HCM",734414,2,7.21,395,185,100,0,0,0,02/01/1970,10.854694,106.768248,/ho-chi-minh/phuc-ky-bun-dau-mam-tom-hoang-dieu-2/binh-luan
