city_id,district_id,request_id,categories,cuisines,total_review,avg,service_fee,avg_price,min_order_value,min_charge,minimun_shiping_fee,is_foody_delivery,min_price,max_price,promotion
217,1,1151614,['Café/Dessert'],[],0,0.0,0.0,25387.0,20000.0,"3,000đ","15,000đ",True,15000.0,39000.0,"[{'apply_times': [{'allow_times': [], 'allow_dates': [], 'apply_time_type': 1, 'allow_weekdays': [4], 'denied_times': [], 'denied_dates': []}, {'allow_times': [], 'allow_dates': [], 'apply_time_type': 2, 'allow_weekdays': [4], 'denied_times': [], 'denied_dates': []}], 'promo_code': 'JCB50', 'is_check_airpay_new_user': False, 'discount_value_type': 2, 'min_order_value': '100,000đ', 'merchant_type': 2, 'custom_condition': [{'content': '100,000đ', 'label': 'Đặt tối thiểu'}, {'content': 'Thứ năm', 'label': 'Thời gian áp dụng đặt hàng'}, {'content': 'Thứ năm', 'label': 'Thời gian áp dụng giao hàng'}, {'content': 'Không áp dụng cho đơn hàng Tự đến lấy', 'label': ''}, {'content': 'Áp dụng cho các quán giao bởi ShopeeFood', 'label': ''}, {'content': '31/03/2023 23:59', 'label': 'HSD'}, {'content': '1 lần/ thẻ', 'label': 'Số lượng ưu đãi ngày'}, {'content': 'Số lượng ưu đãi có hạn', 'label': ''}, {'content': '1 lần/ khách hàng', 'label': 'Số lượng ưu đãi'}, {'content': 'Chỉ áp dụng cho người dùng mới của JCB', 'label': ''}, {'content': 'Chỉ áp dụng cho đơn hàng giao ngay', 'label': ''}, {'content': '- Chỉ áp dụng cho Khách hàng lần đầu liên kết và thanh toán bằng thẻ JCB trên ShopeeFood', 'label': ''}, {'content': 'JCB', 'label': 'Loại thẻ áp dụng:'}], 'promotion_type': 2, 'promotion_id': 24849793, 'id': 24849793, 'title': {'message': 'Thanh toán thẻ JCB: Giảm 50K áp dụng cho Khách hàng lần đầu liên kết và thanh toán bằng thẻ JCB trên ShopeeFood'}, 'max_discount_value': '50,000đ', 'discount_on_type': 2, 'browsing_icon': 'https://images.foody.vn/icon/browsing_discount/s/shopeefood_voucher_14.png', 'icon': 'https://images.foody.vn/icon/discount/s/shopeefood_voucher_14.png', 'card_partner': {'card_processors': [{'id': 3, 'name': 'JCB'}]}, 'foody_service_ids': [1, 4, 5], 'payment_option': [4], 'discount_type': 1, 'display_type': 2, 'apply_order': 99, 'expired': '31/03/2023 23:59', 'discount_amount': 50000, 'min_order_amount': 100000, 'discount': '50,000đ', 'display_order': 99, 'short_title': 'Thanh toán thẻ JCB: Giảm 50K áp dụng cho Khách hàng lần đầu liên kết và thanh toán bằng thẻ JCB trên ShopeeFood', 'home_title': 'JCB giảm 50K', 'user_condition': {'platforms': [], 'is_check_new_cardholder': True, 'limit_per_user': [{'max_usage_time': 1, 'period': 0}], 'is_check_recipient_phone': False}, 'max_discount_amount': 50000, 'shipping_methods': [1]}]"
217,1,1151589,['Quán ăn'],[],0,0.0,0.0,68889.0,20000.0,"3,000đ","15,000đ",True,50000.0,70000.0,"[{'apply_times': [{'allow_times': [], 'allow_dates': [], 'apply_time_type': 1, 'allow_weekdays': [4], 'denied_times': [], 'denied_dates': []}, {'allow_times': [], 'allow_dates': [], 'apply_time_type': 2, 'allow_weekdays': [4], 'denied_times': [], 'denied_dates': []}], 'card_partner': {'card_processors': [{'id': 3, 'name': 'JCB'}]}, 'foody_service_ids': [1, 4, 5], 'payment_option': [4], 'promo_code': 'JCB50', 'is_check_airpay_new_user': False, 'discount_value_type': 2, 'promotion_type': 2, 'discount': '50,000đ', 'merchant_type': 2, 'custom_condition': [{'content': '100,000đ', 'label': 'Đặt tối thiểu'}, {'content': 'Thứ năm', 'label': 'Thời gian áp dụng đặt hàng'}, {'content': 'Thứ năm', 'label': 'Thời gian áp dụng giao hàng'}, {'content': 'Không áp dụng cho đơn hàng Tự đến lấy', 'label': ''}, {'content': 'Áp dụng cho các quán giao bởi ShopeeFood', 'label': ''}, {'content': '31/03/2023 23:59', 'label': 'HSD'}, {'content': '1 lần/ thẻ', 'label': 'Số lượng ưu đãi ngày'}, {'content': 'Số lượng ưu đãi có hạn', 'label': ''}, {'content': '1 lần/ khách hàng', 'label': 'Số lượng ưu đãi'}, {'content': 'Chỉ áp dụng cho người dùng mới của JCB', 'label': ''}, {'content': 'Chỉ áp dụng cho đơn hàng giao ngay', 'label': ''}, {'content': '- Chỉ áp dụng cho Khách hàng lần đầu liên kết và thanh toán bằng thẻ JCB trên ShopeeFood', 'label': ''}, {'content': 'JCB', 'label': 'Loại thẻ áp dụng:'}], 'display_type': 2, 'min_order_value': '100,000đ', 'promotion_id': 24849793, 'apply_order': 99, 'expired': '31/03/2023 23:59', 'id': 24849793, 'discount_amount': 50000, 'min_order_amount': 100000, 'discount_type': 1, 'max_discount_value': '50,000đ', 'discount_on_type': 2, 'title': {'message': 'Thanh toán thẻ JCB: Giảm 50K áp dụng cho Khách hàng lần đầu liên kết và thanh toán bằng thẻ JCB trên ShopeeFood'}, 'browsing_icon': 'https://images.foody.vn/icon/browsing_discount/s/shopeefood_voucher_14.png', 'short_title': 'Thanh toán thẻ JCB: Giảm 50K áp dụng cho Khách hàng lần đầu liên kết và thanh toán bằng thẻ JCB trên ShopeeFood', 'shipping_methods': [1], 'home_title': 'JCB giảm 50K', 'user_condition': {'platforms': [], 'is_check_new_cardholder': True, 'limit_per_user': [{'max_usage_time': 1, 'period': 0}], 'is_check_recipient_phone': False}, 'icon': 'https://images.foody.vn/icon/discount/s/shopeefood_voucher_14.png', 'max_discount_amount': 50000, 'display_order': 99}]"
217,1,1000058505,['Ăn vặt/vỉa hè'],['Món Việt'],0,0.0,0.0,30750.0,20000.0,"3,000đ","15,000đ",True,0.0,0.0,"[{'apply_times': [{'allow_times': [], 'allow_dates': [], 'apply_time_type': 1, 'allow_weekdays': [4], 'denied_times': [], 'denied_dates': []}, {'allow_times': [], 'allow_dates': [], 'apply_time_type': 2, 'allow_weekdays': [4], 'denied_times': [], 'denied_dates': []}], 'card_partner': {'card_processors': [{'id': 3, 'name': 'JCB'}]}, 'foody_service_ids': [1, 4, 5], 'payment_option': [4], 'promo_code': 'JCB50', 'is_check_airpay_new_user': False, 'discount_value_type': 2, 'promotion_type': 2, 'discount': '50,000đ', 'merchant_type': 2, 'custom_condition': [{'content': '100,000đ', 'label': 'Đặt tối thiểu'}, {'content': 'Thứ năm', 'label': 'Thời gian áp dụng đặt hàng'}, {'content': 'Thứ năm', 'label': 'Thời gian áp dụng giao hàng'}, {'content': 'Không áp dụng cho đơn hàng Tự đến lấy', 'label': ''}, {'content': 'Áp dụng cho các quán giao bởi ShopeeFood', 'label': ''}, {'content': '31/03/2023 23:59', 'label': 'HSD'}, {'content': '1 lần/ thẻ', 'label': 'Số lượng ưu đãi ngày'}, {'content': 'Số lượng ưu đãi có hạn', 'label': ''}, {'content': '1 lần/ khách hàng', 'label': 'Số lượng ưu đãi'}, {'content': 'Chỉ áp dụng cho người dùng mới của JCB', 'label': ''}, {'content': 'Chỉ áp dụng cho đơn hàng giao ngay', 'label': ''}, {'content': '- Chỉ áp dụng cho Khách hàng lần đầu liên kết và thanh toán bằng thẻ JCB trên ShopeeFood', 'label': ''}, {'content': 'JCB', 'label': 'Loại thẻ áp dụng:'}], 'display_type': 2, 'min_order_value': '100,000đ', 'promotion_id': 24849793, 'apply_order': 99, 'expired': '31/03/2023 23:59', 'id': 24849793, 'discount_amount': 50000, 'min_order_amount': 100000, 'discount_type': 1, 'max_discount_value': '50,000đ', 'discount_on_type': 2, 'title': {'message': 'Thanh toán thẻ JCB: Giảm 50K áp dụng cho Khách hàng lần đầu liên kết và thanh toán bằng thẻ JCB trên ShopeeFood'}, 'browsing_icon': 'https://images.foody.vn/icon/browsing_discount/s/shopeefood_voucher_14.png', 'short_title': 'Thanh toán thẻ JCB: Giảm 50K áp dụng cho Khách hàng lần đầu liên kết và thanh toán bằng thẻ JCB trên ShopeeFood', 'shipping_methods': [1], 'home_title': 'JCB giảm 50K', 'user_condition': {'platforms': [], 'is_check_new_cardholder': True, 'limit_per_user': [{'max_usage_time': 1, 'period': 0}], 'is_check_recipient_phone': False}, 'icon': 'https://images.foody.vn/icon/discount/s/shopeefood_voucher_14.png', 'max_discount_amount': 50000, 'display_order': 99}]"
217,1,1151499,['Quán ăn'],[],1,0.0,0.0,31944.0,20000.0,"3,000đ","15,000đ",True,30000.0,50000.0,"[{'apply_times': [{'allow_times': [], 'allow_dates': [], 'apply_time_type': 1, 'allow_weekdays': [4], 'denied_times': [], 'denied_dates': []}, {'allow_times': [], 'allow_dates': [], 'apply_time_type': 2, 'allow_weekdays': [4], 'denied_times': [], 'denied_dates': []}], 'card_partner': {'card_processors': [{'id': 3, 'name': 'JCB'}]}, 'foody_service_ids': [1, 4, 5], 'payment_option': [4], 'promo_code': 'JCB50', 'is_check_airpay_new_user': False, 'discount_value_type': 2, 'promotion_type': 2, 'discount': '50,000đ', 'merchant_type': 2, 'custom_condition': [{'content': '100,000đ', 'label': 'Đặt tối thiểu'}, {'content': 'Thứ năm', 'label': 'Thời gian áp dụng đặt hàng'}, {'content': 'Thứ năm', 'label': 'Thời gian áp dụng giao hàng'}, {'content': 'Không áp dụng cho đơn hàng Tự đến lấy', 'label': ''}, {'content': 'Áp dụng cho các quán giao bởi ShopeeFood', 'label': ''}, {'content': '31/03/2023 23:59', 'label': 'HSD'}, {'content': '1 lần/ thẻ', 'label': 'Số lượng ưu đãi ngày'}, {'content': 'Số lượng ưu đãi có hạn', 'label': ''}, {'content': '1 lần/ khách hàng', 'label': 'Số lượng ưu đãi'}, {'content': 'Chỉ áp dụng cho người dùng mới của JCB', 'label': ''}, {'content': 'Chỉ áp dụng cho đơn hàng giao ngay', 'label': ''}, {'content': '- Chỉ áp dụng cho Khách hàng lần đầu liên kết và thanh toán bằng thẻ JCB trên ShopeeFood', 'label': ''}, {'content': 'JCB', 'label': 'Loại thẻ áp dụng:'}], 'display_type': 2, 'min_order_value': '100,000đ', 'promotion_id': 24849793, 'apply_order': 99, 'expired': '31/03/2023 23:59', 'id': 24849793, 'discount_amount': 50000, 'min_order_amount': 100000, 'discount_type': 1, 'max_discount_value': '50,000đ', 'discount_on_type': 2, 'title': {'message': 'Thanh toán thẻ JCB: Giảm 50K áp dụng cho Khách hàng lần đầu liên kết và thanh toán bằng thẻ JCB trên ShopeeFood'}, 'browsing_icon': 'https://images.foody.vn/icon/browsing_discount/s/shopeefood_voucher_14.png', 'short_title': 'Thanh toán thẻ JCB: Giảm 50K áp dụng cho Khách hàng lần đầu liên kết và thanh toán bằng thẻ JCB trên ShopeeFood', 'shipping_methods': [1], 'home_title': 'JCB giảm 50K', 'user_condition': {'platforms': [], 'is_check_new_cardholder': True, 'limit_per_user': [{'max_usage_time': 1, 'period': 0}], 'is_check_recipient_phone': False}, 'icon': 'https://images.foody.vn/icon/discount/s/shopeefood_voucher_14.png', 'max_discount_amount': 50000, 'display_order': 99}]"
217,1,1151479,['Café/Dessert'],[],1,0.0,0.0,37944.0,20000.0,"3,000đ","15,000đ",True,5000.0,50000.0,"[{'apply_times': [{'allow_times': [], 'allow_dates': [], 'apply_time_type': 1, 'allow_weekdays': [4], 'denied_times': [], 'denied_dates': []}, {'allow_times': [], 'allow_dates': [], 'apply_time_type': 2, 'allow_weekdays': [4], 'denied_times': [], 'denied_dates': []}], 'card_partner': {'card_processors': [{'id': 3, 'name': 'JCB'}]}, 'foody_service_ids': [1, 4, 5], 'payment_option': [4], 'promo_code': 'JCB50', 'is_check_airpay_new_user': False, 'discount_value_type': 2, 'promotion_type': 2, 'discount': '50,000đ', 'merchant_type': 2, 'custom_condition': [{'content': '100,000đ', 'label': 'Đặt tối thiểu'}, {'content': 'Thứ năm', 'label': 'Thời gian áp dụng đặt hàng'}, {'content': 'Thứ năm', 'label': 'Thời gian áp dụng giao hàng'}, {'content': 'Không áp dụng cho đơn hàng Tự đến lấy', 'label': ''}, {'content': 'Áp dụng cho các quán giao bởi ShopeeFood', 'label': ''}, {'content': '31/03/2023 23:59', 'label': 'HSD'}, {'content': '1 lần/ thẻ', 'label': 'Số lượng ưu đãi ngày'}, {'content': 'Số lượng ưu đãi có hạn', 'label': ''}, {'content': '1 lần/ khách hàng', 'label': 'Số lượng ưu đãi'}, {'content': 'Chỉ áp dụng cho người dùng mới của JCB', 'label': ''}, {'content': 'Chỉ áp dụng cho đơn hàng giao ngay', 'label': ''}, {'content': '- Chỉ áp dụng cho Khách hàng lần đầu liên kết và thanh toán bằng thẻ JCB trên ShopeeFood', 'label': ''}, {'content': 'JCB', 'label': 'Loại thẻ áp dụng:'}], 'display_type': 2, 'min_order_value': '100,000đ', 'promotion_id': 24849793, 'apply_order': 99, 'expired': '31/03/2023 23:59', 'id': 24849793, 'discount_amount': 50000, 'min_order_amount': 100000, 'discount_type': 1, 'max_discount_value': '50,000đ', 'discount_on_type': 2, 'title': {'message': 'Thanh toán thẻ JCB: Giảm 50K áp dụng cho Khách hàng lần đầu liên kết và thanh toán bằng thẻ JCB trên ShopeeFood'}, 'browsing_icon': 'https://images.foody.vn/icon/browsing_discount/s/shopeefood_voucher_14.png', 'short_title': 'Thanh toán thẻ JCB: Giảm 50K áp dụng cho Khách hàng lần đầu liên kết và thanh toán bằng thẻ JCB trên ShopeeFood', 'shipping_methods': [1], 'home_title': 'JCB giảm 50K', 'user_condition': {'platforms': [], 'is_check_new_cardholder': True, 'limit_per_user': [{'max_usage_time': 1, 'period': 0}], 'is_check_recipient_phone': False}, 'icon': 'https://images.foody.vn/icon/discount/s/shopeefood_voucher_14.png', 'max_discount_amount': 50000, 'display_order': 99}]"
217,1,1000058405,['Café/Dessert'],"['Ý', 'Món Âu']",1,0.0,0.0,80667.0,20000.0,"3,000đ","15,000đ",True,0.0,0.0,"[{'apply_times': [{'allow_times': [], 'allow_dates': [], 'apply_time_type': 1, 'allow_weekdays': [4], 'denied_times': [], 'denied_dates': []}, {'allow_times': [], 'allow_dates': [], 'apply_time_type': 2, 'allow_weekdays': [4], 'denied_times': [], 'denied_dates': []}], 'card_partner': {'card_processors': [{'id': 3, 'name': 'JCB'}]}, 'foody_service_ids': [1, 4, 5], 'payment_option': [4], 'promo_code': 'JCB50', 'is_check_airpay_new_user': False, 'discount_value_type': 2, 'promotion_type': 2, 'discount': '50,000đ', 'merchant_type': 2, 'custom_condition': [{'content': '100,000đ', 'label': 'Đặt tối thiểu'}, {'content': 'Thứ năm', 'label': 'Thời gian áp dụng đặt hàng'}, {'content': 'Thứ năm', 'label': 'Thời gian áp dụng giao hàng'}, {'content': 'Không áp dụng cho đơn hàng Tự đến lấy', 'label': ''}, {'content': 'Áp dụng cho các quán giao bởi ShopeeFood', 'label': ''}, {'content': '31/03/2023 23:59', 'label': 'HSD'}, {'content': '1 lần/ thẻ', 'label': 'Số lượng ưu đãi ngày'}, {'content': 'Số lượng ưu đãi có hạn', 'label': ''}, {'content': '1 lần/ khách hàng', 'label': 'Số lượng ưu đãi'}, {'content': 'Chỉ áp dụng cho người dùng mới của JCB', 'label': ''}, {'content': 'Chỉ áp dụng cho đơn hàng giao ngay', 'label': ''}, {'content': '- Chỉ áp dụng cho Khách hàng lần đầu liên kết và thanh toán bằng thẻ JCB trên ShopeeFood', 'label': ''}, {'content': 'JCB', 'label': 'Loại thẻ áp dụng:'}], 'display_type': 2, 'min_order_value': '100,000đ', 'promotion_id': 24849793, 'apply_order': 99, 'expired': '31/03/2023 23:59', 'id': 24849793, 'discount_amount': 50000, 'min_order_amount': 100000, 'discount_type': 1, 'max_discount_value': '50,000đ', 'discount_on_type': 2, 'title': {'message': 'Thanh toán thẻ JCB: Giảm 50K áp dụng cho Khách hàng lần đầu liên kết và thanh toán bằng thẻ JCB trên ShopeeFood'}, 'browsing_icon': 'https://images.foody.vn/icon/browsing_discount/s/shopeefood_voucher_14.png', 'short_title': 'Thanh toán thẻ JCB: Giảm 50K áp dụng cho Khách hàng lần đầu liên kết và thanh toán bằng thẻ JCB trên ShopeeFood', 'shipping_methods': [1], 'home_title': 'JCB giảm 50K', 'user_condition': {'platforms': [], 'is_check_new_cardholder': True, 'limit_per_user': [{'max_usage_time': 1, 'period': 0}], 'is_check_recipient_phone': False}, 'icon': 'https://images.foody.vn/icon/discount/s/shopeefood_voucher_14.png', 'max_discount_amount': 50000, 'display_order': 99}]"
217,1,1151272,['Ăn chay'],[],0,0.0,0.0,85283.0,20000.0,"3,000đ","15,000đ",True,20000.0,100000.0,"[{'apply_times': [{'allow_times': [], 'allow_dates': [], 'apply_time_type': 1, 'allow_weekdays': [4], 'denied_times': [], 'denied_dates': []}, {'allow_times': [], 'allow_dates': [], 'apply_time_type': 2, 'allow_weekdays': [4], 'denied_times': [], 'denied_dates': []}], 'card_partner': {'card_processors': [{'id': 3, 'name': 'JCB'}]}, 'foody_service_ids': [1, 4, 5], 'payment_option': [4], 'promo_code': 'JCB50', 'is_check_airpay_new_user': False, 'discount_value_type': 2, 'promotion_type': 2, 'discount': '50,000đ', 'merchant_type': 2, 'custom_condition': [{'content': '100,000đ', 'label': 'Đặt tối thiểu'}, {'content': 'Thứ năm', 'label': 'Thời gian áp dụng đặt hàng'}, {'content': 'Thứ năm', 'label': 'Thời gian áp dụng giao hàng'}, {'content': 'Không áp dụng cho đơn hàng Tự đến lấy', 'label': ''}, {'content': 'Áp dụng cho các quán giao bởi ShopeeFood', 'label': ''}, {'content': '31/03/2023 23:59', 'label': 'HSD'}, {'content': '1 lần/ thẻ', 'label': 'Số lượng ưu đãi ngày'}, {'content': 'Số lượng ưu đãi có hạn', 'label': ''}, {'content': '1 lần/ khách hàng', 'label': 'Số lượng ưu đãi'}, {'content': 'Chỉ áp dụng cho người dùng mới của JCB', 'label': ''}, {'content': 'Chỉ áp dụng cho đơn hàng giao ngay', 'label': ''}, {'content': '- Chỉ áp dụng cho Khách hàng lần đầu liên kết và thanh toán bằng thẻ JCB trên ShopeeFood', 'label': ''}, {'content': 'JCB', 'label': 'Loại thẻ áp dụng:'}], 'display_type': 2, 'min_order_value': '100,000đ', 'promotion_id': 24849793, 'apply_order': 99, 'expired': '31/03/2023 23:59', 'id': 24849793, 'discount_amount': 50000, 'min_order_amount': 100000, 'discount_type': 1, 'max_discount_value': '50,000đ', 'discount_on_type': 2, 'title': {'message': 'Thanh toán thẻ JCB: Giảm 50K áp dụng cho Khách hàng lần đầu liên kết và thanh toán bằng thẻ JCB trên ShopeeFood'}, 'browsing_icon': 'https://images.foody.vn/icon/browsing_discount/s/shopeefood_voucher_14.png', 'short_title': 'Thanh toán thẻ JCB: Giảm 50K áp dụng cho Khách hàng lần đầu liên kết và thanh toán bằng thẻ JCB trên ShopeeFood', 'shipping_methods': [1], 'home_title': 'JCB giảm 50K', 'user_condition': {'platforms': [], 'is_check_new_cardholder': True, 'limit_per_user': [{'max_usage_time': 1, 'period': 0}], 'is_check_recipient_phone': False}, 'icon': 'https://images.foody.vn/icon/discount/s/shopeefood_voucher_14.png', 'max_discount_amount': 50000, 'display_order': 99}]"
217,1,1151257,['Café/Dessert'],[],1,0.0,0.0,27313.0,20000.0,"3,000đ","15,000đ",True,20000.0,50000.0,"[{'apply_times': [{'allow_times': [], 'allow_dates': [], 'apply_time_type': 1, 'allow_weekdays': [4], 'denied_times': [], 'denied_dates': []}, {'allow_times': [], 'allow_dates': [], 'apply_time_type': 2, 'allow_weekdays': [4], 'denied_times': [], 'denied_dates': []}], 'card_partner': {'card_processors': [{'id': 3, 'name': 'JCB'}]}, 'foody_service_ids': [1, 4, 5], 'payment_option': [4], 'promo_code': 'JCB50', 'is_check_airpay_new_user': False, 'discount_value_type': 2, 'promotion_type': 2, 'discount': '50,000đ', 'merchant_type': 2, 'custom_condition': [{'content': '100,000đ', 'label': 'Đặt tối thiểu'}, {'content': 'Thứ năm', 'label': 'Thời gian áp dụng đặt hàng'}, {'content': 'Thứ năm', 'label': 'Thời gian áp dụng giao hàng'}, {'content': 'Không áp dụng cho đơn hàng Tự đến lấy', 'label': ''}, {'content': 'Áp dụng cho các quán giao bởi ShopeeFood', 'label': ''}, {'content': '31/03/2023 23:59', 'label': 'HSD'}, {'content': '1 lần/ thẻ', 'label': 'Số lượng ưu đãi ngày'}, {'content': 'Số lượng ưu đãi có hạn', 'label': ''}, {'content': '1 lần/ khách hàng', 'label': 'Số lượng ưu đãi'}, {'content': 'Chỉ áp dụng cho người dùng mới của JCB', 'label': ''}, {'content': 'Chỉ áp dụng cho đơn hàng giao ngay', 'label': ''}, {'content': '- Chỉ áp dụng cho Khách hàng lần đầu liên kết và thanh toán bằng thẻ JCB trên ShopeeFood', 'label': ''}, {'content': 'JCB', 'label': 'Loại thẻ áp dụng:'}], 'display_type': 2, 'min_order_value': '100,000đ', 'promotion_id': 24849793, 'apply_order': 99, 'expired': '31/03/2023 23:59', 'id': 24849793, 'discount_amount': 50000, 'min_order_amount': 100000, 'discount_type': 1, 'max_discount_value': '50,000đ', 'discount_on_type': 2, 'title': {'message': 'Thanh toán thẻ JCB: Giảm 50K áp dụng cho Khách hàng lần đầu liên kết và thanh toán bằng thẻ JCB trên ShopeeFood'}, 'browsing_icon': 'https://images.foody.vn/icon/browsing_discount/s/shopeefood_voucher_14.png', 'short_title': 'Thanh toán thẻ JCB: Giảm 50K áp dụng cho Khách hàng lần đầu liên kết và thanh toán bằng thẻ JCB trên ShopeeFood', 'shipping_methods': [1], 'home_title': 'JCB giảm 50K', 'user_condition': {'platforms': [], 'is_check_new_cardholder': True, 'limit_per_user': [{'max_usage_time': 1, 'period': 0}], 'is_check_recipient_phone': False}, 'icon': 'https://images.foody.vn/icon/discount/s/shopeefood_voucher_14.png', 'max_discount_amount': 50000, 'display_order': 99}]"
217,1,1151212,['Quán ăn'],[],2,0.0,0.0,64500.0,20000.0,"3,000đ","15,000đ",True,58000.0,75000.0,"[{'apply_times': [{'allow_times': [], 'allow_dates': [], 'apply_time_type': 1, 'allow_weekdays': [4], 'denied_times': [], 'denied_dates': []}, {'allow_times': [], 'allow_dates': [], 'apply_time_type': 2, 'allow_weekdays': [4], 'denied_times': [], 'denied_dates': []}], 'card_partner': {'card_processors': [{'id': 3, 'name': 'JCB'}]}, 'foody_service_ids': [1, 4, 5], 'payment_option': [4], 'promo_code': 'JCB50', 'is_check_airpay_new_user': False, 'discount_value_type': 2, 'promotion_type': 2, 'discount': '50,000đ', 'merchant_type': 2, 'custom_condition': [{'content': '100,000đ', 'label': 'Đặt tối thiểu'}, {'content': 'Thứ năm', 'label': 'Thời gian áp dụng đặt hàng'}, {'content': 'Thứ năm', 'label': 'Thời gian áp dụng giao hàng'}, {'content': 'Không áp dụng cho đơn hàng Tự đến lấy', 'label': ''}, {'content': 'Áp dụng cho các quán giao bởi ShopeeFood', 'label': ''}, {'content': '31/03/2023 23:59', 'label': 'HSD'}, {'content': '1 lần/ thẻ', 'label': 'Số lượng ưu đãi ngày'}, {'content': 'Số lượng ưu đãi có hạn', 'label': ''}, {'content': '1 lần/ khách hàng', 'label': 'Số lượng ưu đãi'}, {'content': 'Chỉ áp dụng cho người dùng mới của JCB', 'label': ''}, {'content': 'Chỉ áp dụng cho đơn hàng giao ngay', 'label': ''}, {'content': '- Chỉ áp dụng cho Khách hàng lần đầu liên kết và thanh toán bằng thẻ JCB trên ShopeeFood', 'label': ''}, {'content': 'JCB', 'label': 'Loại thẻ áp dụng:'}], 'display_type': 2, 'min_order_value': '100,000đ', 'promotion_id': 24849793, 'apply_order': 99, 'expired': '31/03/2023 23:59', 'id': 24849793, 'discount_amount': 50000, 'min_order_amount': 100000, 'discount_type': 1, 'max_discount_value': '50,000đ', 'discount_on_type': 2, 'title': {'message': 'Thanh toán thẻ JCB: Giảm 50K áp dụng cho Khách hàng lần đầu liên kết và thanh toán bằng thẻ JCB trên ShopeeFood'}, 'browsing_icon': 'https://images.foody.vn/icon/browsing_discount/s/shopeefood_voucher_14.png', 'short_title': 'Thanh toán thẻ JCB: Giảm 50K áp dụng cho Khách hàng lần đầu liên kết và thanh toán bằng thẻ JCB trên ShopeeFood', 'shipping_methods': [1], 'home_title': 'JCB giảm 50K', 'user_condition': {'platforms': [], 'is_check_new_cardholder': True, 'limit_per_user': [{'max_usage_time': 1, 'period': 0}], 'is_check_recipient_phone': False}, 'icon': 'https://images.foody.vn/icon/discount/s/shopeefood_voucher_14.png', 'max_discount_amount': 50000, 'display_order': 99}]"
217,1,1151199,['Ăn vặt/vỉa hè'],[],0,0.0,0.0,98125.0,20000.0,"3,000đ","15,000đ",True,20000.0,460000.0,"[{'apply_times': [{'allow_times': [], 'allow_dates': [], 'apply_time_type': 1, 'allow_weekdays': [4], 'denied_times': [], 'denied_dates': []}, {'allow_times': [], 'allow_dates': [], 'apply_time_type': 2, 'allow_weekdays': [4], 'denied_times': [], 'denied_dates': []}], 'card_partner': {'card_processors': [{'id': 3, 'name': 'JCB'}]}, 'foody_service_ids': [1, 4, 5], 'payment_option': [4], 'promo_code': 'JCB50', 'is_check_airpay_new_user': False, 'discount_value_type': 2, 'promotion_type': 2, 'discount': '50,000đ', 'merchant_type': 2, 'custom_condition': [{'content': '100,000đ', 'label': 'Đặt tối thiểu'}, {'content': 'Thứ năm', 'label': 'Thời gian áp dụng đặt hàng'}, {'content': 'Thứ năm', 'label': 'Thời gian áp dụng giao hàng'}, {'content': 'Không áp dụng cho đơn hàng Tự đến lấy', 'label': ''}, {'content': 'Áp dụng cho các quán giao bởi ShopeeFood', 'label': ''}, {'content': '31/03/2023 23:59', 'label': 'HSD'}, {'content': '1 lần/ thẻ', 'label': 'Số lượng ưu đãi ngày'}, {'content': 'Số lượng ưu đãi có hạn', 'label': ''}, {'content': '1 lần/ khách hàng', 'label': 'Số lượng ưu đãi'}, {'content': 'Chỉ áp dụng cho người dùng mới của JCB', 'label': ''}, {'content': 'Chỉ áp dụng cho đơn hàng giao ngay', 'label': ''}, {'content': '- Chỉ áp dụng cho Khách hàng lần đầu liên kết và thanh toán bằng thẻ JCB trên ShopeeFood', 'label': ''}, {'content': 'JCB', 'label': 'Loại thẻ áp dụng:'}], 'display_type': 2, 'min_order_value': '100,000đ', 'promotion_id': 24849793, 'apply_order': 99, 'expired': '31/03/2023 23:59', 'id': 24849793, 'discount_amount': 50000, 'min_order_amount': 100000, 'discount_type': 1, 'max_discount_value': '50,000đ', 'discount_on_type': 2, 'title': {'message': 'Thanh toán thẻ JCB: Giảm 50K áp dụng cho Khách hàng lần đầu liên kết và thanh toán bằng thẻ JCB trên ShopeeFood'}, 'browsing_icon': 'https://images.foody.vn/icon/browsing_discount/s/shopeefood_voucher_14.png', 'short_title': 'Thanh toán thẻ JCB: Giảm 50K áp dụng cho Khách hàng lần đầu liên kết và thanh toán bằng thẻ JCB trên ShopeeFood', 'shipping_methods': [1], 'home_title': 'JCB giảm 50K', 'user_condition': {'platforms': [], 'is_check_new_cardholder': True, 'limit_per_user': [{'max_usage_time': 1, 'period': 0}], 'is_check_recipient_phone': False}, 'icon': 'https://images.foody.vn/icon/discount/s/shopeefood_voucher_14.png', 'max_discount_amount': 50000, 'display_order': 99}]"
